
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 18:25:49.614810 | pp4rosie#2007 | jek play https://youtu.be/O1E_EtiBpSM
[command] Kanoon’s Best Amigos | 2021-11-22 15:05:23.067705 | lordstone#8830 | jek play I want to break free
[command] Kanoon’s Best Amigos | 2021-11-22 15:05:53.190708 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=p_5yt5IX38I&t=46s
[command] Kanoon’s Best Amigos | 2021-11-22 15:12:28.911865 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=dCDqfAvrQ4s
[command] Kanoon’s Best Amigos | 2021-11-22 15:34:56.924238 | pp4rosie#2007 | jek p 巩金瓯
[command] Kanoon’s Best Amigos | 2021-11-22 15:36:41.610125 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=qB9iL_ex8ZI
[command] Kanoon’s Best Amigos | 2021-11-22 15:37:52.581476 | pp4rosie#2007 | jek p super idol dissy
[command] Kanoon’s Best Amigos | 2021-11-22 15:42:15.567512 | pp4rosie#2007 | jek p 玩吓啦 温拿乐队
[command] Kanoon’s Best Amigos | 2021-11-22 15:47:29.812274 | pp4rosie#2007 | jek p 大海 钟镇涛
[command] Kanoon’s Best Amigos | 2021-11-22 15:48:01.091605 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=ehmUE5f87cU
[command] Kanoon’s Best Amigos | 2021-11-22 15:54:17.281580 | pp4rosie#2007 | jek p 徐小凤 星
[command] Kanoon’s Best Amigos | 2021-11-22 15:55:52.472901 | Flukkie1010#6809 | jek spam <@!293722130540134403>
[command] Kanoon’s Best Amigos | 2021-11-22 16:02:12.279321 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=k8BjeBvzw9w
[command] Kanoon’s Best Amigos | 2021-11-22 16:03:05.473163 | pp4rosie#2007 | jek p https://youtu.be/gE95GulBfNo
[command] Kanoon’s Best Amigos | 2021-11-22 16:10:08.363823 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] Kanoon’s Best Amigos | 2021-11-22 16:20:27.948207 | lordstone#8830 | jek play https://youtu.be/W84gyW6-Ph4
[command] Kanoon’s Best Amigos | 2021-11-22 16:29:36.285032 | lordstone#8830 | jek play yi jian mei
[command] Kanoon’s Best Amigos | 2021-11-22 16:29:38.693569 | pp4rosie#2007 | jek p https://youtu.be/ljgojTQGdLE
[command] Kanoon’s Best Amigos | 2021-11-22 16:40:07.495129 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] Kanoon’s Best Amigos | 2021-11-22 16:43:52.619419 | pp4rosie#2007 | jek p peaches fye sumittra
[command] Kanoon’s Best Amigos | 2021-11-22 16:52:55.336414 | pp4rosie#2007 | jek p พี่ปีสองรักน้องปี1
[command] Kanoon’s Best Amigos | 2021-11-22 17:39:37.386884 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=KklhDliaS0M&t=6s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-22 18:19:52.071980 | แว่นแดง#5640 | Jek LK?
[command] Kanoon’s Best Amigos | 2021-11-23 14:57:58.564669 | pp4rosie#2007 | jek p https://youtu.be/GCnxcF49PMY
[command] Kanoon’s Best Amigos | 2021-11-23 14:58:41.803254 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-23 14:58:46.102300 | pp4rosie#2007 | jek l
[command] Kanoon’s Best Amigos | 2021-11-23 14:58:48.595245 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-23 14:58:52.195759 | pp4rosie#2007 | jek p https://youtu.be/GCnxcF49PMY
[command] Kanoon’s Best Amigos | 2021-11-23 15:03:47.686741 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=eo4SCRzBRzk
[command] Kanoon’s Best Amigos | 2021-11-23 15:07:52.143633 | pp4rosie#2007 | jek p https://youtu.be/sZaacwbQvjk
[command] Kanoon’s Best Amigos | 2021-11-23 15:11:33.722109 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Rq0NjgXSj0s
[command] Kanoon’s Best Amigos | 2021-11-23 15:13:24.199469 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=d-WMEARwQlw
[command] Kanoon’s Best Amigos | 2021-11-23 15:13:55.702426 | pleumpwr#4479 | jek play บันไดสีแดง hugo
[command] Kanoon’s Best Amigos | 2021-11-23 15:14:18.296761 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-23 15:14:22.112358 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-11-23 15:14:40.409907 | pp4rosie#2007 | jek clear
[command] Kanoon’s Best Amigos | 2021-11-23 15:14:47.998677 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] Kanoon’s Best Amigos | 2021-11-23 15:17:08.936131 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=IzhSnBmm-OY
[command] Kanoon’s Best Amigos | 2021-11-23 15:18:50.594723 | pp4rosie#2007 | jek p https://youtu.be/O_iv5tdzWFg
[command] Kanoon’s Best Amigos | 2021-11-23 15:23:24.658201 | pp4rosie#2007 | jek p https://youtu.be/tEPR0kc5cE8
[command] Kanoon’s Best Amigos | 2021-11-23 15:24:21.168008 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=beamS4GZ5T8
[command] Kanoon’s Best Amigos | 2021-11-23 15:27:35.079095 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=hcm55lU9knw
[command] Kanoon’s Best Amigos | 2021-11-23 15:31:11.620233 | pp4rosie#2007 | jek p https://youtu.be/-_xUIDRxdmc
[command] Kanoon’s Best Amigos | 2021-11-23 15:32:15.202611 | zearthz#2243 | jek play https://youtu.be/8eeB3S4e6xs
[command] Kanoon’s Best Amigos | 2021-11-23 15:33:13.537784 | pp4rosie#2007 | jek p https://youtu.be/5ZNgO-t32tE
[command] Kanoon’s Best Amigos | 2021-11-23 15:35:15.771685 | zearthz#2243 | jek play https://youtu.be/u749Hi0gDVM
[command] Kanoon’s Best Amigos | 2021-11-23 15:43:31.715233 | zearthz#2243 | jek play https://youtu.be/LR3GQfryp9M
[command] Kanoon’s Best Amigos | 2021-11-23 15:51:10.586652 | zearthz#2243 | jek play https://youtu.be/WPdWvnAAurg
[command] Kanoon’s Best Amigos | 2021-11-23 16:04:47.790884 | lordstone#8830 | jek play https://youtu.be/uKWcIaJtS6Q
[command] Kanoon’s Best Amigos | 2021-11-23 16:12:45.136686 | pp4rosie#2007 | jek p chloe stafler imagine
[command] Kanoon’s Best Amigos | 2021-11-23 16:17:18.252845 | pp4rosie#2007 | jek p https://youtu.be/PFPtWInnYzw
[command] Kanoon’s Best Amigos | 2021-11-23 16:21:01.513803 | pp4rosie#2007 | jek p niji suda masaki
[command] Kanoon’s Best Amigos | 2021-11-23 16:35:04.093981 | zearthz#2243 | jek play https://youtu.be/rd1pD72m-2U
[command] Kanoon’s Best Amigos | 2021-11-23 16:43:06.901420 | lordstone#8830 | jek play https://youtu.be/fregObNcHC8
[command] Kanoon’s Best Amigos | 2021-11-23 16:46:19.208262 | lordstone#8830 | jek play lithium
[command] Kanoon’s Best Amigos | 2021-11-23 16:50:37.126348 | lordstone#8830 | jek play come as you are
[command] Kanoon’s Best Amigos | 2021-11-23 16:55:12.705420 | lordstone#8830 | jek play don't look back in anger
[command] Kanoon’s Best Amigos | 2021-11-23 16:57:21.563809 | zearthz#2243 | jek play https://youtu.be/CfihYWRWRTQ
[command] Kanoon’s Best Amigos | 2021-11-23 16:59:29.220103 | lordstone#8830 | jek play Can You Feel My Heart
[command] Kanoon’s Best Amigos | 2021-11-23 17:08:58.363493 | zearthz#2243 | jek play https://youtu.be/sig6ZL2EkUQ
[command] Kanoon’s Best Amigos | 2021-11-23 17:11:10.492150 | zearthz#2243 | jek play https://youtu.be/ZZ5LpwO-An4
[command] Kanoon’s Best Amigos | 2021-11-23 17:13:52.599857 | lordstone#8830 | jek play https://youtu.be/s10nX7UDZ2U
[command] Kanoon’s Best Amigos | 2021-11-23 17:19:45.303873 | pp4rosie#2007 | jek p la vie en rose andrea bocelli
[command] Kanoon’s Best Amigos | 2021-11-23 17:22:02.739937 | zearthz#2243 | jek play https://youtu.be/vyYQ39o1w_8
[command] Kanoon’s Best Amigos | 2021-11-23 17:22:40.356836 | lordstone#8830 | jek play https://youtu.be/pwp1CH5R-w4
[command] Kanoon’s Best Amigos | 2021-11-23 17:23:00.443448 | pp4rosie#2007 | jek p la vie en rose in english
[command] Kanoon’s Best Amigos | 2021-11-23 17:30:38.832492 | zearthz#2243 | jek play https://youtu.be/_NBG4HG6Z94
[command] Kanoon’s Best Amigos | 2021-11-23 17:33:17.954173 | zearthz#2243 | jek play https://youtu.be/O_-WKkzU3ZY
[command] Kanoon’s Best Amigos | 2021-11-23 17:36:07.030717 | pp4rosie#2007 | jek p https://youtu.be/odns1r3-RQQ
[command] Kanoon’s Best Amigos | 2021-11-23 17:36:58.078689 | zearthz#2243 | jek play https://youtu.be/VGI04ICfquQ
[command] Kanoon’s Best Amigos | 2021-11-23 17:37:56.979579 | Tree#8650 | jek play la vie en rose by daniela andrade
[command] Kanoon’s Best Amigos | 2021-11-23 17:41:06.076720 | lordstone#8830 | jek play https://youtu.be/PQBW6G0hSrs
[command] Kanoon’s Best Amigos | 2021-11-23 17:42:19.767791 | lordstone#8830 | jek play https://youtu.be/le1QF3uoQNg
[command] Kanoon’s Best Amigos | 2021-11-23 17:52:49.732350 | pp4rosie#2007 | jek p fly me to the moon evangelion
[command] Kanoon’s Best Amigos | 2021-11-23 18:00:47.668202 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=ZICo3dgXpuo
[command] Kanoon’s Best Amigos | 2021-11-23 18:06:00.504299 | zearthz#2243 | jek play https://youtu.be/h_qjzGzsTqQ
[command] Kanoon’s Best Amigos | 2021-11-23 18:08:46.901216 | zearthz#2243 | jek play https://youtu.be/GuEBF_leJBc
[command] Kanoon’s Best Amigos | 2021-11-23 18:10:33.367485 | zearthz#2243 | jek play https://youtu.be/J5nq4YHllpc
[command] Kanoon’s Best Amigos | 2021-11-23 18:13:51.307123 | zearthz#2243 | jek play https://youtu.be/yzC4hFK5P3g
[command] Kanoon’s Best Amigos | 2021-11-23 18:14:06.896310 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=X0_4_MJAVn0
[command] Kanoon’s Best Amigos | 2021-11-23 18:24:04.611864 | lordstone#8830 | jek play ผู้ชนะสิบทิศ
[command] Kanoon’s Best Amigos | 2021-11-23 18:29:36.854914 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=CFTCZdcxgf0
[command] Kanoon’s Best Amigos | 2021-11-23 18:32:33.156913 | pp4rosie#2007 | jek p hala madrid y nada mas
[command] Kanoon’s Best Amigos | 2021-11-23 18:38:00.873260 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:02.939299 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:10.158340 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:13.174936 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:18.342773 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:20.711083 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:39:32.988650 | pp4rosie#2007 | jek clear
[command] Kanoon’s Best Amigos | 2021-11-23 18:40:20.512241 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-11-23 18:40:51.483396 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-11-23 18:40:59.803393 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:41:11.289131 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-23 18:41:28.158829 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:41:58.159827 | pp4rosie#2007 | jek feedback บอทเจ๊งคับ
[command] Kanoon’s Best Amigos | 2021-11-23 18:42:09.558909 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo&list=RDMM4REbp0s_G9w&index=4
[command] Kanoon’s Best Amigos | 2021-11-23 18:42:30.899763 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=GCnxcF49PMY
[command] Kanoon’s Best Amigos | 2021-11-23 18:42:40.746661 | pp4rosie#2007 | jek clear
[command] Kanoon’s Best Amigos | 2021-11-23 18:47:18.381198 | pp4rosie#2007 | jek p 一剪梅 爱江山更爱美人
[command] Kanoon’s Best Amigos | 2021-11-23 18:57:02.306312 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] Kanoon’s Best Amigos | 2021-11-23 18:57:32.014172 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] Kanoon’s Best Amigos | 2021-11-24 02:18:25.530564 | pp4rosie#2007 | jek p perfect symphony
[command] Kanoon’s Best Amigos | 2021-11-24 02:35:22.510192 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=if2aD5FE3ss
[command] Kanoon’s Best Amigos | 2021-11-24 02:36:59.289123 | pp4rosie#2007 | jek p https://youtu.be/TP1xs1hF2ZE
[command] Kanoon’s Best Amigos | 2021-11-24 02:39:28.421640 | pp4rosie#2007 | jek p baka mitai akiyama shun
[command] Kanoon’s Best Amigos | 2021-11-24 02:50:24.756216 | pp4rosie#2007 | jek p https://youtu.be/beamS4GZ5T8
[command] Kanoon’s Best Amigos | 2021-11-24 02:53:24.512855 | pp4rosie#2007 | jek p https://youtu.be/Xu4ZLNfiTq8
[command] Kanoon’s Best Amigos | 2021-11-24 03:21:33.738094 | Flukkie1010#6809 | jek play https://youtu.be/dT2owtxkU8k
[command] Kanoon’s Best Amigos | 2021-11-24 03:26:09.018004 | pp4rosie#2007 | jek p la roja baila
[command] Kanoon’s Best Amigos | 2021-11-24 03:26:44.602728 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=g7f6pHtis4o
[command] Kanoon’s Best Amigos | 2021-11-24 03:32:02.604061 | pp4rosie#2007 | jek p https://youtu.be/ppfGcXFSpwo
[command] Kanoon’s Best Amigos | 2021-11-24 03:36:10.567476 | pp4rosie#2007 | jek p https://youtu.be/dCDqfAvrQ4s
[command] Kanoon’s Best Amigos | 2021-11-24 03:39:37.739689 | pp4rosie#2007 | jek play michelle ma belle
[command] Kanoon’s Best Amigos | 2021-11-24 03:43:20.565835 | pp4rosie#2007 | jek p 徐小凤 风雨同路
[command] Kanoon’s Best Amigos | 2021-11-24 03:43:47.512504 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=-yIx661EPGE
[command] GLHFGGEZ | 2021-11-24 05:55:52.680190 | เพื่อนมึงไง#5065 | jek help
[command] GLHFGGEZ | 2021-11-24 05:55:59.094338 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-11-24 05:56:03.902129 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-24 05:56:24.548481 | เพื่อนมึงไง#5065 | jek play https://www.youtube.com/watch?v=GFp-jQX8hM8
[command] Kanoon’s Best Amigos | 2021-11-24 08:30:40.120902 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=158s
[command] Kanoon’s Best Amigos | 2021-11-24 09:06:07.818375 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=iUvYhvOJcSg
[command] Kanoon’s Best Amigos | 2021-11-24 09:08:22.482303 | pp4rosie#2007 | jek p https://youtu.be/QaJWCP9u1ew
[command] Kanoon’s Best Amigos | 2021-11-24 09:25:21.555495 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=GCnxcF49PMY
[command] Kanoon’s Best Amigos | 2021-11-24 09:26:51.509603 | pp4rosie#2007 | jek p perfect sara'h french cover
[command] Kanoon’s Best Amigos | 2021-11-24 09:34:41.754547 | pp4rosie#2007 | jek p paper rings
[command] Kanoon’s Best Amigos | 2021-11-24 09:36:55.181738 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=j8p4m59eNu4
[command] Kanoon’s Best Amigos | 2021-11-24 09:38:33.281705 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] Kanoon’s Best Amigos | 2021-11-24 09:39:27.913742 | pp4rosie#2007 | jek p cant tell me nuttin
[command] Kanoon’s Best Amigos | 2021-11-24 09:44:07.102473 | pp4rosie#2007 | jek p https://youtu.be/qqkTbTwq9SY
[command] Kanoon’s Best Amigos | 2021-11-24 09:56:16.081968 | pp4rosie#2007 | jek p https://youtu.be/Rq0NjgXSj0s
[command] Kanoon’s Best Amigos | 2021-11-24 10:08:53.346361 | pp4rosie#2007 | jek p 天蚕变 歌
[command] Kanoon’s Best Amigos | 2021-11-24 10:19:25.185500 | pp4rosie#2007 | jek p https://youtu.be/GCnxcF49PMY
[command] Kanoon’s Best Amigos | 2021-11-24 10:24:18.285100 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=dCDqfAvrQ4s
[command] Kanoon’s Best Amigos | 2021-11-24 10:24:23.035581 | pp4rosie#2007 | jek p
[command] Kanoon’s Best Amigos | 2021-11-24 10:24:39.169267 | Pat#4777 | jek p learning to fly
[command] Kanoon’s Best Amigos | 2021-11-24 10:39:08.381285 | pp4rosie#2007 | jek p le festin stella jang
[command] Kanoon’s Best Amigos | 2021-11-24 10:45:43.237116 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=J5jI59BQjzs
[command] Kanoon’s Best Amigos | 2021-11-24 10:49:01.412759 | pp4rosie#2007 | jek p sympathique pink martini
[command] Kanoon’s Best Amigos | 2021-11-24 10:50:08.649737 | pp4rosie#2007 | jek p les champs elysees
[command] Kanoon’s Best Amigos | 2021-11-24 10:54:23.853642 | pp4rosie#2007 | jek p https://youtu.be/bMPOMT251mQ
[command] Kanoon’s Best Amigos | 2021-11-24 10:55:09.780132 | Pat#4777 | jek p dynasties and dystopia
[command] Kanoon’s Best Amigos | 2021-11-24 11:02:38.889756 | Pat#4777 | jek p what could have been
[command] Kanoon’s Best Amigos | 2021-11-24 11:06:54.401741 | Pat#4777 | jek p MC thunder II
[command] Kanoon’s Best Amigos | 2021-11-24 11:12:05.338608 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=cvh0nX08nRw
[command] Kanoon’s Best Amigos | 2021-11-24 11:13:45.870587 | Pat#4777 | jek p 7th element
[command] Kanoon’s Best Amigos | 2021-11-24 11:19:18.242088 | Pat#4777 | jek p swain's theme
[command] Kanoon’s Best Amigos | 2021-11-24 11:25:35.800544 | pp4rosie#2007 | jek p a miuda gosta
[command] Kanoon’s Best Amigos | 2021-11-24 13:52:43.259759 | pp4rosie#2007 | jek p el canto del barca
[command] Kanoon’s Best Amigos | 2021-11-24 13:57:24.236809 | Flukkie1010#6809 | jek play https://youtu.be/i1P-9IspBus
[command] Kanoon’s Best Amigos | 2021-11-24 14:03:15.062625 | Flukkie1010#6809 | jek play https://youtu.be/dNCWe_6HAM8
[command] Kanoon’s Best Amigos | 2021-11-24 14:08:14.948214 | zearthz#2243 | jek play https://youtu.be/JqPul6Qp2qM
[command] Kanoon’s Best Amigos | 2021-11-24 14:20:53.185595 | pp4rosie#2007 | jek p https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwirpeqBmbH0AhW5UGwGHdmuALMQuAJ6BAgfEAc&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DGCnxcF49PMY&usg=AOvVaw1hvtyC2XUIRul7oPq3tKOJ
[command] Kanoon’s Best Amigos | 2021-11-24 14:25:40.855329 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-11-24 14:25:59.126611 | pp4rosie#2007 | jek amogus
[command] Kanoon’s Best Amigos | 2021-11-24 14:26:09.717797 | pp4rosie#2007 | jek help
[command] Kanoon’s Best Amigos | 2021-11-24 14:26:49.776689 | pp4rosie#2007 | jek thomas
[command] Kanoon’s Best Amigos | 2021-11-24 14:27:01.610276 | pp4rosie#2007 | jek boo
[command] Kanoon’s Best Amigos | 2021-11-24 14:27:24.203307 | pp4rosie#2007 | jek wow
[command] Kanoon’s Best Amigos | 2021-11-24 14:27:52.281431 | pp4rosie#2007 | jek wow
[command] Kanoon’s Best Amigos | 2021-11-24 14:28:30.056975 | pp4rosie#2007 | jek p savage love bts
[command] Kanoon’s Best Amigos | 2021-11-24 14:33:54.572676 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=MBdVXkSdhwU
[command] Kanoon’s Best Amigos | 2021-11-24 14:41:56.929336 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=WMweEpGlu_U
[command] Kanoon’s Best Amigos | 2021-11-24 14:48:26.387199 | pp4rosie#2007 | jek p metallingus
[command] Kanoon’s Best Amigos | 2021-11-24 14:48:37.703900 | pp4rosie#2007 | jek leave
